Site Name;Date;Measured (kWh);Expected (kWh);Performance;PF Band
21 Melrose;Jan-24;1815;2370,6;76,6%;Moderate
21 Melrose;Feb-24;2295;2680,2;85,6%;Moderate
21 Melrose;Mar-24;2474;2183,4;113,3%;Expected
21 Melrose;Apr-24;2136;1873,8;114,0%;Expected
21 Melrose;May-24;2212;1822,5;121,4%;Expected
21 Melrose;Jun-24;1863;1629;114,4%;Expected
21 Melrose;Jul-24;1943;1814,4;107,1%;Expected
21 Melrose;Aug-24;1710;2116,8;80,8%;Moderate
21 Melrose;Sept-24;1579;2275,2;69,4%;Poor
21 Melrose;Oct-24;1593;2407,5;66,2%;Poor
21 Melrose;Nov-24;1794;2356,2;76,1%;Moderate
21 Melrose;Dec-24;1794;2482,2;72,3%;Moderate
21 Melrose;Jan-25;1992;2370,6;84,0%;Moderate
21 Melrose;Feb-25;1458;2680,2;54,4%;Poor
21 Melrose;Mar-25;1382;2183,4;63,3%;Poor
21 Melrose;Apr-25;1183;1873,8;63,1%;Poor
21 Melrose;May-25;1860;1822,5;102,1%;Expected
21 Melrose;Jun-25;1756,6;1629;107,8%;Expected
21 Melrose;Jul-25;1742;1814,4;96,0%;Expected
21 Melrose;Aug-25;1613;2116,8;76,2%;Moderate
21 Melrose;Sept-25;1358,7;2275,2;59,7%;Poor
21 Melrose;Oct-25;1601;2407,5;66,5%;Poor
21 Melrose;Nov-25;1444;2356,2;61,3%;Poor
21 Melrose;Dec-25;1375;2482,2;55,4%;Poor
21 Melrose;Jan-26;1549;2370,6;65,3%;Poor
21 Melrose;Feb-26;1362;2680,2;50,8%;Poor
21 Melrose;Mar-26;1237;2183,4;56,7%;Poor
21 Melrose;Apr-26;830;1873,8;44,3%;Poor
21 Melrose;May-26;1170;1822,5;64,2%;Poor
21 Melrose;Jun-26;;1629;;
21 Melrose;Jul-26;;1814,4;;
21 Melrose;Aug-26;;2116,8;;
21 Melrose;Sept-26;;2275,2;;
21 Melrose;Oct-26;;2407,5;;
21 Melrose;Nov-26;;2356,2;;
21 Melrose;Dec-26;;2482,2;;
African Global Plastics;Jan-24;23024;22515,905;102,3%;Expected
African Global Plastics;Feb-24;23235;19786,13;117,4%;Expected
African Global Plastics;Mar-24;23235;20148,4;115,3%;Expected
African Global Plastics;Apr-24;19307;16764,89;115,2%;Expected
African Global Plastics;May-24;18418;15972,095;115,3%;Expected
African Global Plastics;Jun-24;15949;14367,21;111,0%;Expected
African Global Plastics;Jul-24;17174;15907,665;108,0%;Expected
African Global Plastics;Aug-24;13588;18527,365;73,3%;Moderate
African Global Plastics;Sept-24;20254;20404,335;99,3%;Expected
African Global Plastics;Oct-24;27693;22320,66;124,1%;Expected
African Global Plastics;Nov-24;24041;22520,665;106,8%;Expected
African Global Plastics;Dec-24;25076;23777,985;105,5%;Expected
African Global Plastics;Jan-25;22439;22515,905;99,7%;Expected
African Global Plastics;Feb-25;14790;19786,13;74,7%;Moderate
African Global Plastics;Mar-25;15371;20148,4;76,3%;Moderate
African Global Plastics;Apr-25;13930;16764,89;83,1%;Moderate
African Global Plastics;May-25;15263;15972,095;95,6%;Expected
African Global Plastics;Jun-25;11722,16;14367,21;81,6%;Moderate
African Global Plastics;Jul-25;3209;15907,665;20,2%;Poor
African Global Plastics;Aug-25;11143;18527,365;60,1%;Poor
African Global Plastics;Sept-25;11503;20404,335;56,4%;Poor
African Global Plastics;Oct-25;12856;22320,66;57,6%;Poor
African Global Plastics;Nov-25;11518;22520,665;51,1%;Poor
African Global Plastics;Dec-25;12208;23777,985;51,3%;Poor
African Global Plastics;Jan-26;14027;22515,905;62,3%;Poor
African Global Plastics;Feb-26;12261;19786,13;62,0%;Poor
African Global Plastics;Mar-26;10788;20148,4;53,5%;Poor
African Global Plastics;Apr-26;9392,09;16764,89;56,0%;Poor
African Global Plastics;May-26;11425,9;15972,095;71,5%;Moderate
African Global Plastics;Jun-26;;14367,21;;
African Global Plastics;Jul-26;;15907,665;;
African Global Plastics;Aug-26;;18527,365;;
African Global Plastics;Sept-26;;20404,335;;
African Global Plastics;Oct-26;;22320,66;;
African Global Plastics;Nov-26;;22520,665;;
African Global Plastics;Dec-26;;23777,985;;
Alpine Heath Residential ;Jan-24;;4801,5;;
Alpine Heath Residential ;Feb-24;;4303,8;;
Alpine Heath Residential ;Mar-24;;4545,9;;
Alpine Heath Residential ;Apr-24;;4619,7;;
Alpine Heath Residential ;May-24;;4990,5;;
Alpine Heath Residential ;Jun-24;;4761,9;;
Alpine Heath Residential ;Jul-24;;4680,9;;
Alpine Heath Residential ;Aug-24;;5249,7;;
Alpine Heath Residential ;Sept-24;;4694,4;;
Alpine Heath Residential ;Oct-24;;4732,2;;
Alpine Heath Residential ;Nov-24;;4822,2;;
Alpine Heath Residential ;Dec-24;;4805,1;;
Alpine Heath Residential ;Jan-25;2400;4801,5;50,0%;Poor
Alpine Heath Residential ;Feb-25;3000;4303,8;69,7%;Poor
Alpine Heath Residential ;Mar-25;3144;4545,9;69,2%;Poor
Alpine Heath Residential ;Apr-25;2310;4619,7;50,0%;Poor
Alpine Heath Residential ;May-25;3866;4990,5;77,5%;Moderate
Alpine Heath Residential ;Jun-25;3102;4761,9;65,1%;Poor
Alpine Heath Residential ;Jul-25;;4680,9;;
Alpine Heath Residential ;Aug-25;4721;5249,7;89,9%;Moderate
Alpine Heath Residential ;Sept-25;4200;4694,4;89,5%;Moderate
Alpine Heath Residential ;Oct-25;3499;4732,2;73,9%;Moderate
Alpine Heath Residential ;Nov-25;4045;4822,2;83,9%;Moderate
Alpine Heath Residential ;Dec-25;4277;4805,1;89,0%;Moderate
Alpine Heath Residential ;Jan-26;3071;4801,5;64,0%;Poor
Alpine Heath Residential ;Feb-26;3013;4303,8;70,0%;Moderate
Alpine Heath Residential ;Mar-26;2340,8;4545,9;51,5%;Poor
Alpine Heath Residential ;Apr-26;1505,4;4619,7;32,6%;Poor
Alpine Heath Residential ;May-26;1467;4990,5;29,4%;Poor
Alpine Heath Residential ;Jun-26;2778;4761,9;58,3%;Poor
Alpine Heath Residential ;Jul-26;;4680,9;;
Alpine Heath Residential ;Aug-26;;5249,7;;
Alpine Heath Residential ;Sept-26;;4694,4;;
Alpine Heath Residential ;Oct-26;;4732,2;;
Alpine Heath Residential ;Nov-26;;4822,2;;
Alpine Heath Residential ;Dec-26;;4805,1;;
BP Parys ;Jan-24;;8151,3;;
BP Parys ;Feb-24;;7235,1;;
BP Parys ;Mar-24;;7075,8;;
BP Parys ;Apr-24;;5754,6;;
BP Parys ;May-24;;5424,3;;
BP Parys ;Jun-24;;4787,1;;
BP Parys ;Jul-24;;5360,4;;
BP Parys ;Aug-24;;6363;;
BP Parys ;Sept-24;;7218,9;;
BP Parys ;Oct-24;;7839;;
BP Parys ;Nov-24;;8191,8;;
BP Parys ;Dec-24;;8227,8;;
BP Parys ;Jan-25;5900;8151,3;72,4%;Moderate
BP Parys ;Feb-25;4277;7235,1;59,1%;Poor
BP Parys ;Mar-25;4770;7075,8;67,4%;Poor
BP Parys ;Apr-25;3375;5754,6;58,6%;Poor
BP Parys ;May-25;3507;5424,3;64,7%;Poor
BP Parys ;Jun-25;2400;4787,1;50,1%;Poor
BP Parys ;Jul-25;2169;5360,4;40,5%;Poor
BP Parys ;Aug-25;968,6;6363;15,2%;Poor
BP Parys ;Sept-25;2001,5;7218,9;27,7%;Poor
BP Parys ;Oct-25;3111;7839;39,7%;Poor
BP Parys ;Nov-25;1605;8191,8;19,6%;Poor
BP Parys ;Dec-25;;8227,8;;
BP Parys ;Jan-26;;8151,3;;
BP Parys ;Feb-26;6068;7235,1;83,9%;Moderate
BP Parys ;Mar-26;4800;7075,8;67,8%;Poor
BP Parys ;Apr-26;4318;5754,6;75,0%;Moderate
BP Parys ;May-26;3727,7;5424,3;68,7%;Poor
BP Parys ;Jun-26;;4787,1;;
BP Parys ;Jul-26;;5360,4;;
BP Parys ;Aug-26;;6363;;
BP Parys ;Sept-26;;7218,9;;
BP Parys ;Oct-26;;7839;;
BP Parys ;Nov-26;;8191,8;;
BP Parys ;Dec-26;;8227,8;;
Bendstore Plaza Shops;Jan-24;7453;16262,2;45,8%;Poor
Bendstore Plaza Shops;Feb-24;10174;13986,75;72,7%;Moderate
Bendstore Plaza Shops;Mar-24;12197;15463,2;78,9%;Moderate
Bendstore Plaza Shops;Apr-24;9850;14886,05;66,2%;Poor
Bendstore Plaza Shops;May-24;10329;14411,75;71,7%;Moderate
Bendstore Plaza Shops;Jun-24;9684;13050,05;74,2%;Moderate
Bendstore Plaza Shops;Jul-24;10193;13735,15;74,2%;Moderate
Bendstore Plaza Shops;Aug-24;9840;15350,15;64,1%;Poor
Bendstore Plaza Shops;Sept-24;3277;15431,75;21,2%;Poor
Bendstore Plaza Shops;Oct-24;12496;14821,45;84,3%;Moderate
Bendstore Plaza Shops;Nov-24;12909;14695,65;87,8%;Moderate
Bendstore Plaza Shops;Dec-24;12587;16154,25;77,9%;Moderate
Bendstore Plaza Shops;Jan-25;13816;16262,2;85,0%;Moderate
Bendstore Plaza Shops;Feb-25;11397;13986,75;81,5%;Moderate
Bendstore Plaza Shops;Mar-25;12740;15463,2;82,4%;Moderate
Bendstore Plaza Shops;Apr-25;9167;14886,05;61,6%;Poor
Bendstore Plaza Shops;May-25;9630;14411,75;66,8%;Poor
Bendstore Plaza Shops;Jun-25;9081,44;13050,05;69,6%;Poor
Bendstore Plaza Shops;Jul-25;9450;13735,15;68,8%;Poor
Bendstore Plaza Shops;Aug-25;10695;15350,15;69,7%;Poor
Bendstore Plaza Shops;Sept-25;8585;15431,75;55,6%;Poor
Bendstore Plaza Shops;Oct-25;9077,9;14821,45;61,2%;Poor
Bendstore Plaza Shops;Nov-25;10382;14695,65;70,6%;Moderate
Bendstore Plaza Shops;Dec-25;13631;16154,25;84,4%;Moderate
Bendstore Plaza Shops;Jan-26;11296;16262,2;69,5%;Poor
Bendstore Plaza Shops;Feb-26;11241,78046;13986,75;80,4%;Moderate
Bendstore Plaza Shops;Mar-26;10628;15463,2;68,7%;Poor
Bendstore Plaza Shops;Apr-26;8541;14886,05;57,4%;Poor
Bendstore Plaza Shops;May-26;9564;14411,75;66,4%;Poor
Bendstore Plaza Shops;Jun-26;;13050,05;;
Bendstore Plaza Shops;Jul-26;;13735,15;;
Bendstore Plaza Shops;Aug-26;;15350,15;;
Bendstore Plaza Shops;Sept-26;;15431,75;;
Bendstore Plaza Shops;Oct-26;;14821,45;;
Bendstore Plaza Shops;Nov-26;;14695,65;;
Bendstore Plaza Shops;Dec-26;;16154,25;;
Bendstore Spar;Jan-24;55000;51314,73471;107,2%;Expected
Bendstore Spar;Feb-24;46799;44103,29067;106,1%;Expected
Bendstore Spar;Mar-24;40582;48739,27005;83,3%;Moderate
Bendstore Spar;Apr-24;39615;46849,89888;84,6%;Moderate
Bendstore Spar;May-24;39494;45273,23334;87,2%;Moderate
Bendstore Spar;Jun-24;35378;40943,9718;86,4%;Moderate
Bendstore Spar;Jul-24;38293;43112,80296;88,8%;Moderate
Bendstore Spar;Aug-24;38554;48266,50275;79,9%;Moderate
Bendstore Spar;Sept-24;37782;48602,89143;77,7%;Moderate
Bendstore Spar;Oct-24;47662;46748,91078;102,0%;Expected
Bendstore Spar;Nov-24;48184;46388,48157;103,9%;Expected
Bendstore Spar;Dec-24;44138;50640,31142;87,2%;Moderate
Bendstore Spar;Jan-25;52262;51314,73471;101,8%;Expected
Bendstore Spar;Feb-25;40904;44103,29067;92,7%;Expected
Bendstore Spar;Mar-25;45751;48739,27005;93,9%;Expected
Bendstore Spar;Apr-25;30758;46849,89888;65,7%;Poor
Bendstore Spar;May-25;34925;45273,23334;77,1%;Moderate
Bendstore Spar;Jun-25;29716,71;40943,9718;72,6%;Moderate
Bendstore Spar;Jul-25;27958;43112,80296;64,8%;Poor
Bendstore Spar;Aug-25;30682;48266,50275;63,6%;Poor
Bendstore Spar;Sept-25;44171;48602,89143;90,9%;Expected
Bendstore Spar;Oct-25;53279;46748,91078;114,0%;Expected
Bendstore Spar;Nov-25;44434;46388,48157;95,8%;Expected
Bendstore Spar;Dec-25;54661;50640,31142;107,9%;Expected
Bendstore Spar;Jan-26;47457;51314,73471;92,5%;Expected
Bendstore Spar;Feb-26;49608,85332;44103,29067;112,5%;Expected
Bendstore Spar;Mar-26;41208;48739,27005;84,5%;Moderate
Bendstore Spar;Apr-26;36936;46849,89888;78,8%;Moderate
Bendstore Spar;May-26;38743;45273,23334;85,6%;Moderate
Bendstore Spar;Jun-26;;40943,9718;;
Bendstore Spar;Jul-26;;43112,80296;;
Bendstore Spar;Aug-26;;48266,50275;;
Bendstore Spar;Sept-26;;48602,89143;;
Bendstore Spar;Oct-26;;46748,91078;;
Bendstore Spar;Nov-26;;46388,48157;;
Bendstore Spar;Dec-26;;50640,31142;;
Beyerskloof;Jan-24;8244;13787,1;59,8%;Poor
Beyerskloof;Feb-24;7277;11359,8;64,1%;Poor
Beyerskloof;Mar-24;6614;10881;60,8%;Poor
Beyerskloof;Apr-24;4053;7828,2;51,8%;Poor
Beyerskloof;May-24;3743;5953,5;62,9%;Poor
Beyerskloof;Jun-24;3473;5166;67,2%;Poor
Beyerskloof;Jul-24;4260;5564,7;76,6%;Moderate
Beyerskloof;Aug-24;5497;6960,6;79,0%;Moderate
Beyerskloof;Sept-24;2600;8946;29,1%;Poor
Beyerskloof;Oct-24;8200;11314,8;72,5%;Moderate
Beyerskloof;Nov-24;6700;12713,4;52,7%;Poor
Beyerskloof;Dec-24;8100;13878,9;58,4%;Poor
Beyerskloof;Jan-25;9900;13787,1;71,8%;Moderate
Beyerskloof;Feb-25;9200;11359,8;81,0%;Moderate
Beyerskloof;Mar-25;4480;10881;41,2%;Poor
Beyerskloof;Apr-25;4096;7828,2;52,3%;Poor
Beyerskloof;May-25;3388;5953,5;56,9%;Poor
Beyerskloof;Jun-25;2306,13;5166;44,6%;Poor
Beyerskloof;Jul-25;2919;5564,7;52,5%;Poor
Beyerskloof;Aug-25;5355;6960,6;76,9%;Moderate
Beyerskloof;Sept-25;8600;8946;96,1%;Expected
Beyerskloof;Oct-25;10599;11314,8;93,7%;Expected
Beyerskloof;Nov-25;12569;12713,4;98,9%;Expected
Beyerskloof;Dec-25;13572;13878,9;97,8%;Expected
Beyerskloof;Jan-26;13416;13787,1;97,3%;Expected
Beyerskloof;Feb-26;10034,177;11359,8;88,3%;Moderate
Beyerskloof;Mar-26;10400;10881;95,6%;Expected
Beyerskloof;Apr-26;7344,6;7828,2;93,8%;Expected
Beyerskloof;May-26;5508,9;5953,5;92,5%;Expected
Beyerskloof;Jun-26;;5166;;
Beyerskloof;Jul-26;;5564,7;;
Beyerskloof;Aug-26;;6960,6;;
Beyerskloof;Sept-26;;8946;;
Beyerskloof;Oct-26;;11314,8;;
Beyerskloof;Nov-26;;12713,4;;
Beyerskloof;Dec-26;;13878,9;;
Buffalo Rock;Jan-24;;2202,3;;
Buffalo Rock;Feb-24;;1983,6;;
Buffalo Rock;Mar-24;;2127,6;;
Buffalo Rock;Apr-24;;1767,6;;
Buffalo Rock;May-24;;1631,7;;
Buffalo Rock;Jun-24;;1480,5;;
Buffalo Rock;Jul-24;;1612,8;;
Buffalo Rock;Aug-24;;1764;;
Buffalo Rock;Sept-24;;1868,4;;
Buffalo Rock;Oct-24;;1900,8;;
Buffalo Rock;Nov-24;;1835,1;;
Buffalo Rock;Dec-24;;1986,3;;
Buffalo Rock;Jan-25;;2202,3;;
Buffalo Rock;Feb-25;;1983,6;;
Buffalo Rock;Mar-25;;2127,6;;
Buffalo Rock;Apr-25;;1767,6;;
Buffalo Rock;May-25;;1631,7;;
Buffalo Rock;Jun-25;;1480,5;;
Buffalo Rock;Jul-25;;1612,8;;
Buffalo Rock;Aug-25;;1764;;
Buffalo Rock;Sept-25;;1868,4;;
Buffalo Rock;Oct-25;1109;1900,8;58,3%;Poor
Buffalo Rock;Nov-25;;1835,1;;
Buffalo Rock;Dec-25;;1986,3;;
Buffalo Rock;Jan-26;;2202,3;;
Buffalo Rock;Feb-26;;1983,6;;
Buffalo Rock;Mar-26;;2127,6;;
Buffalo Rock;Apr-26;;1767,6;;
Buffalo Rock;May-26;;1631,7;;
Buffalo Rock;Jun-26;;1480,5;;
Buffalo Rock;Jul-26;;1612,8;;
Buffalo Rock;Aug-26;;1764;;
Buffalo Rock;Sept-26;;1868,4;;
Buffalo Rock;Oct-26;;1900,8;;
Buffalo Rock;Nov-26;;1835,1;;
Buffalo Rock;Dec-26;;1986,3;;
Checkers De Aar;Jan-24;;26689,5;;
Checkers De Aar;Feb-24;;20674,8;;
Checkers De Aar;Mar-24;;20095,2;;
Checkers De Aar;Apr-24;;16286,4;;
Checkers De Aar;May-24;;13518,9;;
Checkers De Aar;Jun-24;;11864,7;;
Checkers De Aar;Jul-24;;13589,1;;
Checkers De Aar;Aug-24;;17109;;
Checkers De Aar;Sept-24;;19506,6;;
Checkers De Aar;Oct-24;;24081,3;;
Checkers De Aar;Nov-24;;25889,4;;
Checkers De Aar;Dec-24;;27992,7;;
Checkers De Aar;Jan-25;31100;26689,5;116,5%;Expected
Checkers De Aar;Feb-25;23180;20674,8;112,1%;Expected
Checkers De Aar;Mar-25;20838;20095,2;103,7%;Expected
Checkers De Aar;Apr-25;16626;16286,4;102,1%;Expected
Checkers De Aar;May-25;15218;13518,9;112,6%;Expected
Checkers De Aar;Jun-25;12425,8;11864,7;104,7%;Expected
Checkers De Aar;Jul-25;13246;13589,1;97,5%;Expected
Checkers De Aar;Aug-25;16953;17109;99,1%;Expected
Checkers De Aar;Sept-25;19367;19506,6;99,3%;Expected
Checkers De Aar;Oct-25;25648,18;24081,3;106,5%;Expected
Checkers De Aar;Nov-25;26677;25889,4;103,0%;Expected
Checkers De Aar;Dec-25;30286;27992,7;108,2%;Expected
Checkers De Aar;Jan-26;30117;26689,5;112,8%;Expected
Checkers De Aar;Feb-26;22084;20674,8;106,8%;Expected
Checkers De Aar;Mar-26;22201;20095,2;110,5%;Expected
Checkers De Aar;Apr-26;16660,7;16286,4;102,3%;Expected
Checkers De Aar;May-26;13372,29;13518,9;98,9%;Expected
Checkers De Aar;Jun-26;;11864,7;;
Checkers De Aar;Jul-26;;13589,1;;
Checkers De Aar;Aug-26;;17109;;
Checkers De Aar;Sept-26;;19506,6;;
Checkers De Aar;Oct-26;;24081,3;;
Checkers De Aar;Nov-26;;25889,4;;
Checkers De Aar;Dec-26;;27992,7;;
Checkers Silverlakes Gen;Jan-24;;21105;;
Checkers Silverlakes Gen;Feb-24;;18220,5;;
Checkers Silverlakes Gen;Mar-24;;18368,1;;
Checkers Silverlakes Gen;Apr-24;;15103,8;;
Checkers Silverlakes Gen;May-24;;14130;;
Checkers Silverlakes Gen;Jun-24;;12619,8;;
Checkers Silverlakes Gen;Jul-24;;14002,2;;
Checkers Silverlakes Gen;Aug-24;;16641,9;;
Checkers Silverlakes Gen;Sept-24;;18626,4;;
Checkers Silverlakes Gen;Oct-24;;20503,8;;
Checkers Silverlakes Gen;Nov-24;;20601;;
Checkers Silverlakes Gen;Dec-24;;22024,8;;
Checkers Silverlakes Gen;Jan-25;;21105;;
Checkers Silverlakes Gen;Feb-25;;18220,5;;
Checkers Silverlakes Gen;Mar-25;17913;18368,1;97,5%;Expected
Checkers Silverlakes Gen;Apr-25;14938;15103,8;98,9%;Expected
Checkers Silverlakes Gen;May-25;18066;14130;127,9%;Expected
Checkers Silverlakes Gen;Jun-25;12974,1;12619,8;102,8%;Expected
Checkers Silverlakes Gen;Jul-25;13938;14002,2;99,5%;Expected
Checkers Silverlakes Gen;Aug-25;18460;16641,9;110,9%;Expected
Checkers Silverlakes Gen;Sept-25;17970;18626,4;96,5%;Expected
Checkers Silverlakes Gen;Oct-25;22232;20503,8;108,4%;Expected
Checkers Silverlakes Gen;Nov-25;17351;20601;84,2%;Moderate
Checkers Silverlakes Gen;Dec-25;21073;22024,8;95,7%;Expected
Checkers Silverlakes Gen;Jan-26;22123;21105;104,8%;Expected
Checkers Silverlakes Gen;Feb-26;16600;18220,5;91,1%;Expected
Checkers Silverlakes Gen;Mar-26;17500;18368,1;95,3%;Expected
Checkers Silverlakes Gen;Apr-26;15400;15103,8;102,0%;Expected
Checkers Silverlakes Gen;May-26;15615;14130;110,5%;Expected
Checkers Silverlakes Gen;Jun-26;;12619,8;;
Checkers Silverlakes Gen;Jul-26;;14002,2;;
Checkers Silverlakes Gen;Aug-26;;16641,9;;
Checkers Silverlakes Gen;Sept-26;;18626,4;;
Checkers Silverlakes Gen;Oct-26;;20503,8;;
Checkers Silverlakes Gen;Nov-26;;20601;;
Checkers Silverlakes Gen;Dec-26;;22024,8;;
Checkers Silverlakes No Gen;Jan-24;;21105;;
Checkers Silverlakes No Gen;Feb-24;;18220,5;;
Checkers Silverlakes No Gen;Mar-24;;18368,1;;
Checkers Silverlakes No Gen;Apr-24;;15103,8;;
Checkers Silverlakes No Gen;May-24;;14130;;
Checkers Silverlakes No Gen;Jun-24;;12619,8;;
Checkers Silverlakes No Gen;Jul-24;;14002,2;;
Checkers Silverlakes No Gen;Aug-24;;16641,9;;
Checkers Silverlakes No Gen;Sept-24;;18626,4;;
Checkers Silverlakes No Gen;Oct-24;;20503,8;;
Checkers Silverlakes No Gen;Nov-24;;20601;;
Checkers Silverlakes No Gen;Dec-24;;22024,8;;
Checkers Silverlakes No Gen;Jan-25;;21105;;
Checkers Silverlakes No Gen;Feb-25;;18220,5;;
Checkers Silverlakes No Gen;Mar-25;16558;18368,1;90,1%;Expected
Checkers Silverlakes No Gen;Apr-25;13087;15103,8;86,6%;Moderate
Checkers Silverlakes No Gen;May-25;15171;14130;107,4%;Expected
Checkers Silverlakes No Gen;Jun-25;9655,7;12619,8;76,5%;Moderate
Checkers Silverlakes No Gen;Jul-25;10531,6;14002,2;75,2%;Moderate
Checkers Silverlakes No Gen;Aug-25;14730;16641,9;88,5%;Moderate
Checkers Silverlakes No Gen;Sept-25;12165;18626,4;65,3%;Poor
Checkers Silverlakes No Gen;Oct-25;20277;20503,8;98,9%;Expected
Checkers Silverlakes No Gen;Nov-25;15371;20601;74,6%;Moderate
Checkers Silverlakes No Gen;Dec-25;13568;22024,8;61,6%;Poor
Checkers Silverlakes No Gen;Jan-26;21287;21105;100,9%;Expected
Checkers Silverlakes No Gen;Feb-26;19200;18220,5;105,4%;Expected
Checkers Silverlakes No Gen;Mar-26;16030;18368,1;87,3%;Moderate
Checkers Silverlakes No Gen;Apr-26;13700;15103,8;90,7%;Expected
Checkers Silverlakes No Gen;May-26;13287;14130;94,0%;Expected
Checkers Silverlakes No Gen;Jun-26;;12619,8;;
Checkers Silverlakes No Gen;Jul-26;;14002,2;;
Checkers Silverlakes No Gen;Aug-26;;16641,9;;
Checkers Silverlakes No Gen;Sept-26;;18626,4;;
Checkers Silverlakes No Gen;Oct-26;;20503,8;;
Checkers Silverlakes No Gen;Nov-26;;20601;;
Checkers Silverlakes No Gen;Dec-26;;22024,8;;
Checkrite Inanda;Jan-24;;8664,3;;
Checkrite Inanda;Feb-24;;8100;;
Checkrite Inanda;Mar-24;;7805,7;;
Checkrite Inanda;Apr-24;;6534;;
Checkrite Inanda;May-24;;5592,6;;
Checkrite Inanda;Jun-24;;5059,8;;
Checkrite Inanda;Jul-24;;5372,1;;
Checkrite Inanda;Aug-24;;6485,4;;
Checkrite Inanda;Sept-24;;6914,7;;
Checkrite Inanda;Oct-24;;8033,4;;
Checkrite Inanda;Nov-24;;8012,7;;
Checkrite Inanda;Dec-24;;8547,3;;
Checkrite Inanda;Jan-25;8900;8664,3;102,7%;Expected
Checkrite Inanda;Feb-25;5390;8100;66,5%;Poor
Checkrite Inanda;Mar-25;5378;7805,7;68,9%;Poor
Checkrite Inanda;Apr-25;3410;6534;52,2%;Poor
Checkrite Inanda;May-25;3628;5592,6;64,9%;Poor
Checkrite Inanda;Jun-25;5836;5059,8;115,3%;Expected
Checkrite Inanda;Jul-25;6830;5372,1;127,1%;Expected
Checkrite Inanda;Aug-25;7659;6485,4;118,1%;Expected
Checkrite Inanda;Sept-25;5799;6914,7;83,9%;Moderate
Checkrite Inanda;Oct-25;6484,6;8033,4;80,7%;Moderate
Checkrite Inanda;Nov-25;7636;8012,7;95,3%;Expected
Checkrite Inanda;Dec-25;7000;8547,3;81,9%;Moderate
Checkrite Inanda;Jan-26;6305;8664,3;72,8%;Moderate
Checkrite Inanda;Feb-26;4373,4359;8100;54,0%;Poor
Checkrite Inanda;Mar-26;4958;7805,7;63,5%;Poor
Checkrite Inanda;Apr-26;6980,52;6534;106,8%;Expected
Checkrite Inanda;May-26;6633,98;5592,6;118,6%;Expected
Checkrite Inanda;Jun-26;5387,22;5059,8;106,5%;Expected
Checkrite Inanda;Jul-26;;5372,1;;
Checkrite Inanda;Aug-26;;6485,4;;
Checkrite Inanda;Sept-26;;6914,7;;
Checkrite Inanda;Oct-26;;8033,4;;
Checkrite Inanda;Nov-26;;8012,7;;
Checkrite Inanda;Dec-26;;8547,3;;
Club Houghton;Jan-24;3578;5767,2;62,0%;Poor
Club Houghton;Feb-24;3594;4828,5;74,4%;Moderate
Club Houghton;Mar-24;3674;4913,1;74,8%;Moderate
Club Houghton;Apr-24;3533;4149,9;85,1%;Moderate
Club Houghton;May-24;3191;3937,5;81,0%;Moderate
Club Houghton;Jun-24;2884;3463,2;83,3%;Moderate
Club Houghton;Jul-24;3894;3874,5;100,5%;Expected
Club Houghton;Aug-24;4058;4560,3;89,0%;Moderate
Club Houghton;Sept-24;3726;5033,7;74,0%;Moderate
Club Houghton;Oct-24;4063;5613,3;72,4%;Moderate
Club Houghton;Nov-24;3998;5712,3;70,0%;Poor
Club Houghton;Dec-24;3593;6027,3;59,6%;Poor
Club Houghton;Jan-25;3726;5767,2;64,6%;Poor
Club Houghton;Feb-25;3060;4828,5;63,4%;Poor
Club Houghton;Mar-25;3350;4913,1;68,2%;Poor
Club Houghton;Apr-25;2383;4149,9;57,4%;Poor
Club Houghton;May-25;3026;3937,5;76,9%;Moderate
Club Houghton;Jun-25;2637,9;3463,2;76,2%;Moderate
Club Houghton;Jul-25;2506;3874,5;64,7%;Poor
Club Houghton;Aug-25;2144;4560,3;47,0%;Poor
Club Houghton;Sept-25;2520;5033,7;50,1%;Poor
Club Houghton;Oct-25;2989;5613,3;53,2%;Poor
Club Houghton;Nov-25;2384;5712,3;41,7%;Poor
Club Houghton;Dec-25;2166;6027,3;35,9%;Poor
Club Houghton;Jan-26;2756;5767,2;47,8%;Poor
Club Houghton;Feb-26;1526;4828,5;31,6%;Poor
Club Houghton;Mar-26;1909;4913,1;38,9%;Poor
Club Houghton;Apr-26;2191;4149,9;52,8%;Poor
Club Houghton;May-26;2313;3937,5;58,8%;Poor
Club Houghton;Jun-26;;3463,2;;
Club Houghton;Jul-26;;3874,5;;
Club Houghton;Aug-26;;4560,3;;
Club Houghton;Sept-26;;5033,7;;
Club Houghton;Oct-26;;5613,3;;
Club Houghton;Nov-26;;5712,3;;
Club Houghton;Dec-26;;6027,3;;
Coldstar International;Jan-24;5665;4897,02;115,7%;Expected
Coldstar International;Feb-24;3554;4496,245;79,0%;Moderate
Coldstar International;Mar-24;1;4548,605;0,0%;Poor
Coldstar International;Apr-24;1;3805,195;0,0%;Poor
Coldstar International;May-24;1;3522,57;0,0%;Poor
Coldstar International;Jun-24;3309;3187,925;103,8%;Expected
Coldstar International;Jul-24;2293;3416,15;67,1%;Poor
Coldstar International;Aug-24;1967;3857,045;51,0%;Poor
Coldstar International;Sept-24;3009;3805,705;79,1%;Moderate
Coldstar International;Oct-24;4500;4238,695;106,2%;Expected
Coldstar International;Nov-24;3918;4335,34;90,4%;Expected
